index,course_id,full_course_id,days_of_wk_cd,meet_strt_tm,meet_stop_tm,meet_bldg_cd,meet_room_cd,instructors,requisites_logic
902,ARCHEOL M205A,Archaeology M205A,W,01:00 pm,04:50 pm,FOWLER,A00312,"Wake, T.A.",
903,ARCHEOL M205A,Archaeology M205A,M,03:00 pm,05:50 pm,FOWLER,A00312,"Shahat, A.K.",
904,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Acabado, S.B.",
905,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Ashby, S.",
906,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Barnard, H.",
907,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Beckmann, S.E.",
908,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Brantingham, P.J.",
909,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Burke, A.A.",
910,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Byock, J.L.",
911,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Carter, E.F.",
912,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Cohen, M.M.",
913,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Cooney, K.M.",
914,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"de Leon, J.P.",
915,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Dunnavant, J.P.",
917,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Gerstel, S.E.",
919,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Kakoulli, I.",
920,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Lesure, R.G.",
921,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Li, M.",
922,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Morris, S.P.",
923,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Nair, S.E.",
924,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Papadopoulos, J.K.",
925,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Pearlstein, E.J.",
926,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Schachner, G.T.",
927,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Smith, M.L.",
928,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Stanish, C.S.",
929,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Von Falkenhausen,",
930,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Wake, T.A.",
931,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Wendrich, W.Z.",
932,ARCHEOL 596,Archaeology 596,UNSCHED,12:00 am,12:00 am,,,"Woolf, G.",
933,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Acabado, S.B.",
934,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Ashby, S.",
935,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Barnard, H.",
936,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Beckmann, S.E.",
937,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Brantingham, P.J.",
938,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Burke, A.A.",
939,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Byock, J.L.",
940,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Carter, E.F.",
941,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Cohen, M.M.",
942,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Cooney, K.M.",
943,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"de Leon, J.P.",
944,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Dunnavant, J.P.",
946,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Gerstel, S.E.",
948,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Kakoulli, I.",
949,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Lesure, R.G.",
950,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Li, M.",
951,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Morris, S.P.",
952,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Nair, S.E.",
953,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Papadopoulos, J.K.",
954,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Pearlstein, E.J.",
955,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Schachner, G.T.",
956,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Smith, M.L.",
957,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Stanish, C.S.",
958,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Von Falkenhausen,",
959,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Wake, T.A.",
960,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Wendrich, W.Z.",
961,ARCHEOL 597,Archaeology 597,UNSCHED,12:00 am,12:00 am,,,"Woolf, G.",
962,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Acabado, S.B.",
963,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Ashby, S.",
964,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Barnard, H.",
965,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Beckmann, S.E.",
966,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Brantingham, P.J.",
967,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Burke, A.A.",
968,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Byock, J.L.",
969,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Carter, E.F.",
970,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Cohen, M.M.",
971,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Cooney, K.M.",
972,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"de Leon, J.P.",
973,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Dunnavant, J.P.",
975,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Gerstel, S.E.",
977,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Kakoulli, I.",
978,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Lesure, R.G.",
979,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Li, M.",
980,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Morris, S.P.",
981,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Nair, S.E.",
982,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Papadopoulos, J.K.",
983,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Pearlstein, E.J.",
984,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Schachner, G.T.",
985,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Smith, M.L.",
986,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Stanish, C.S.",
987,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Von Falkenhausen,",
988,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Wake, T.A.",
989,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Wendrich, W.Z.",
990,ARCHEOL 598,Archaeology 598,UNSCHED,12:00 am,12:00 am,,,"Woolf, G.",
991,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Acabado, S.B.",
992,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Ashby, S.",
993,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Barnard, H.",
994,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Beckmann, S.E.",
995,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Brantingham, P.J.",
996,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Burke, A.A.",
997,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Byock, J.L.",
998,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Carter, E.F.",
999,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Cohen, M.M.",
1000,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Cooney, K.M.",
1001,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"de Leon, J.P.",
1002,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Dunnavant, J.P.",
1004,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Gerstel, S.E.",
1006,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Kakoulli, I.",
1007,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Lesure, R.G.",
1008,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Li, M.",
1009,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Morris, S.P.",
1010,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Nair, S.E.",
1011,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Papadopoulos, J.K.",
1012,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Pearlstein, E.J.",
1013,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Schachner, G.T.",
1014,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Smith, M.L.",
1015,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Stanish, C.S.",
1016,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Von Falkenhausen,",
1017,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Wake, T.A.",
1018,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Wendrich, W.Z.",
1019,ARCHEOL 599,Archaeology 599,UNSCHED,12:00 am,12:00 am,,,"Woolf, G.",
1020,ART 1A,Art 1A,TR,08:00 am,11:50 am,BROAD,07250,"Lowe, N.R.; O'Donnell, M.F.",
1021,ART 1B,Art 1B,MW,01:00 pm,04:50 pm,BROAD,01256,"Smalley-Wall, K.; Wrench, L.",
1022,ART 11A,Art 11A,MW,01:00 pm,04:50 pm,BROAD,07230,"Fisher, K.A.; Karlson, M.",
1023,ART 11B,Art 11B,TR,08:00 am,11:50 am,BROAD,01145,"Kaur, S.S.; Gonzales, D.",
1024,ART 11B,Art 11B,TR,01:00 pm,04:50 pm,BROAD,01145,"Kaur, S.S.; Gonzales, D.",
1025,ART 11D,Art 11D,TR,01:00 pm,04:50 pm,BROAD,02135,"Khoshgozaran, G.; Romero, J.",
1026,ART 11E,Art 11E,TR,01:00 pm,04:50 pm,BROAD,01275,"Sew Hoy, A.M.; Nakama, D.",
1027,ART 21B,Art 21B,F,01:00 pm,04:50 pm,BROAD,02122,"Mole, O.",
1028,ART 31A,Art 31A,F,09:00 am,11:50 am,BROAD,02100A,"Vikram, A.",
1032,ART 130,Art 130,MW,08:00 am,11:50 am,BROAD,07240,"Weissman, B.; Gizlice, A.K.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 1A']}, 'corequisites': None}"
1033,ART 133,Art 133,MW,08:00 am,11:50 am,BROAD,06220,"Hundley, E.; Haigh, G.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 11A']}, 'corequisites': None}"
1034,ART 133,Art 133,TR,01:00 pm,04:50 pm,BROAD,06250,"Estrada, V.R.; Ballesteros, V.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 11A']}, 'corequisites': None}"
1035,ART 137,Art 137,MW,01:00 pm,04:50 pm,BROAD,02122,"Jugdeo, V.; Alsemiery, S.A.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 11D']}, 'corequisites': None}"
1036,ART 140,Art 140,MW,01:00 pm,04:50 pm,BROAD,06260,"Taylor, C.; Agarwal, R.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 11C']}, 'corequisites': None}"
1037,ART 145,Art 145,TR,08:00 am,11:50 am,BROAD,01256,"Tuazon, O.; Choi, E.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 1B']}, 'corequisites': None}"
1038,ART 145A,Art 145A,MW,08:00 am,11:50 am,BROAD,01256,"Roy, D.; Marder, Z.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 1B']}, 'corequisites': None}"
1039,ART 147,Art 147,MW,08:00 am,11:50 am,BROAD,01145,"Lipps, M.D.; Nagaoka Toyotoshi,","{'prerequisites': {'type': 'AND', 'conditions': ['Art 11B']}, 'corequisites': None}"
1040,ART 148,Art 148,TR,08:00 am,11:50 am,BROAD,01275,"Laub, T.K.; Drew, J.B.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 11E']}, 'corequisites': None}"
1041,ART 148A,Art 148A,MW,01:00 pm,05:00 pm,BROAD,01275,"Lin, C.C.; Aguilar, G.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 11E']}, 'corequisites': None}"
1042,ART 150,Art 150,TR,01:00 pm,04:50 pm,BROAD,06260,"Olson, A.K.; Lor, S.",
1043,ART M185,Art M185,TR,02:00 pm,03:50 pm,MS,05200,Lopez Gaspar de Al,
1044,ART 190,Art 190,F,10:00 am,12:50 pm,BROAD,01275,"Nakama, D.; Sew Hoy, A.M.","{'prerequisites': {'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Art 197', 'Art 198']}]}, 'corequisites': None}"
1045,ART 195,Art 195,VAR,12:00 am,12:00 am,,,"Morris, R.J.",
1046,ART 197,Art 197,VAR,12:00 am,12:00 am,,,"Lin, C.C.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 190']}, 'corequisites': None}"
1047,ART 197,Art 197,VAR,12:00 am,12:00 am,,,"Jugdeo, V.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 190']}, 'corequisites': None}"
1048,ART 197,Art 197,VAR,12:00 am,12:00 am,,,"Whyte, C.D.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 190']}, 'corequisites': None}"
1049,ART 197,Art 197,VAR,12:00 am,12:00 am,,,"Sew Hoy, A.M.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 190']}, 'corequisites': None}"
1050,ART 198,Art 198,VAR,12:00 am,12:00 am,,,"Morris, R.J.","{'prerequisites': {'type': 'AND', 'conditions': ['Art 190']}, 'corequisites': None}"
1051,ART 201,Art 201,M,09:00 am,11:50 am,OFF CAM,,"Johnson, G.",
1052,ART 271,Art 271,VAR,12:00 am,12:00 am,OFF CAM,,"Morris, R.J.",
1053,ART 271,Art 271,VAR,12:00 am,12:00 am,OFF CAM,,"Whyte, C.D.",
1054,ART 271,Art 271,VAR,12:00 am,12:00 am,OFF CAM,,"Hundley, E.",
1055,ART 271,Art 271,VAR,12:00 am,12:00 am,OFF CAM,,"Olson, A.K.",
1056,ART 273,Art 273,VAR,12:00 am,12:00 am,OFF CAM,,"McMillian, R.T.",
1057,ART 273,Art 273,VAR,12:00 am,12:00 am,OFF CAM,,"Perlman, H.",
1058,ART 274,Art 274,VAR,12:00 am,12:00 am,OFF CAM,,"Valenzuela, R.A.",
1059,ART 274,Art 274,VAR,12:00 am,12:00 am,OFF CAM,,"Krajnak, T.",
1060,ART 275,Art 275,VAR,12:00 am,12:00 am,OFF CAM,,"Jugdeo, V.",
1061,ART 275,Art 275,VAR,12:00 am,12:00 am,OFF CAM,,"Ruperto, M.F.",
1062,ART 276,Art 276,W,06:30 pm,09:20 pm,OFF CAM,,"Simpson, B.",
1063,ART 277,Art 277,VAR,12:00 am,12:00 am,OFF CAM,,"Sew Hoy, A.M.",
1064,ART 277,Art 277,VAR,12:00 am,12:00 am,OFF CAM,,"Lin, C.C.",
1065,ART 278,Art 278,VAR,12:00 am,12:00 am,OFF CAM,,"Fraser, A.",
1066,ART 278,Art 278,VAR,12:00 am,12:00 am,OFF CAM,,"Smith, C.",
1067,ART C280,Art C280,T,06:30 pm,09:20 pm,OFF CAM,,"Khoshgozaran, G.",
1068,ART 495,Art 495,W,10:00 am,12:50 pm,OFF CAM,,"Hannah, A.; Fraser, A.",
1069,ART 596,Art 596,UNSCHED,12:00 am,12:00 am,,,"Fraser, A.",
1070,ART 596,Art 596,UNSCHED,12:00 am,12:00 am,,,"Jugdeo, V.",
1071,ART 596,Art 596,UNSCHED,12:00 am,12:00 am,,,"Lin, C.C.",
1072,ART 596,Art 596,UNSCHED,12:00 am,12:00 am,,,"McMillian, R.T.",
1073,ART 596,Art 596,UNSCHED,12:00 am,12:00 am,,,"Morris, R.J.",
1074,ART 596,Art 596,UNSCHED,12:00 am,12:00 am,,,"Perlman, H.",
1076,ART 596,Art 596,UNSCHED,12:00 am,12:00 am,,,"Sew Hoy, A.M.",
1077,ART 596,Art 596,UNSCHED,12:00 am,12:00 am,,,"Valenzuela, R.A.",
1078,ART HIS 21,Art History 21,TR,02:00 pm,03:15 pm,DODD,00147,"Cohen, M.M.",
1097,ART HIS 29,Art History 29,MW,11:00 am,12:15 pm,DODD,00147,"Lee, H.; Von Falkenhausen,",
1119,ART HIS 99,Art History 99,VAR,12:00 am,12:00 am,,,"Wharton, G.",
1120,ART HIS M114C,Art History M114C,TR,12:30 pm,01:45 pm,DODD,00146,"Papadopoulos, J.K.","{'prerequisites': {'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Art History 20', 'Classics 10', 'Classics 20', 'Classics 51A', 'Classics 51B', 'History 1A']}]}, 'corequisites': None}"
1121,ART HIS C116A,Art History C116A,TR,11:00 am,12:15 pm,DODD,00146,"Gerstel, S.E.","{'prerequisites': {'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Art History 21']}]}, 'corequisites': None}"
1122,ART HIS 121C,Art History 121C,MW,02:00 pm,03:15 pm,DODD,00146,"Dackerman, S.",
1123,ART HIS 124,Art History 124,TR,12:30 pm,01:45 pm,DODD,00078,"Harwell, G.T.","{'prerequisites': {'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Art History 22']}]}, 'corequisites': None}"
1124,ART HIS 127B,Art History 127B,MW,11:00 am,12:15 pm,DODD,00146,"Medvedev, N.","{'prerequisites': {'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Art History 23']}]}, 'corequisites': None}"
1125,ART HIS C136A,Art History C136A,TR,03:30 pm,04:45 pm,DODD,00146,"Barber, T.E.",
1126,ART HIS C142B,Art History C142B,MW,02:00 pm,03:15 pm,DODD,00247,"Rosenblum, B.T.",
1127,ART HIS 185,Art History 185,M,10:00 am,12:50 pm,DODD,00275,"Rosenblum, B.T.",
1128,ART HIS 185,Art History 185,M,02:00 pm,04:50 pm,DODD,00220,"Medvedev, N.",
1129,ART HIS 185,Art History 185,R,03:00 pm,05:50 pm,DODD,00275,"Dackerman, S.",
1130,ART HIS 195,Art History 195,VAR,12:00 am,12:00 am,,,"Barber, T.E.","{'prerequisites': {'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Art History C170A']}]}, 'corequisites': None}"
1131,ART HIS 217D,Art History 217D,F,12:00 pm,01:50 pm,DODD,00275,"Gerstel, S.E.",
1132,ART HIS 232,Art History 232,W,03:00 pm,05:50 pm,DODD,00275,"Baker, G.T.",
1133,ART HIS M236,Art History M236,T,12:00 pm,02:50 pm,DODD,00275,"Barber, T.E.","{'prerequisites': {'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Art History CM235A', 'Art History CM235B']}]}, 'corequisites': None}"
1134,ART HIS 249B,Art History 249B,T,03:00 pm,05:50 pm,DODD,00275,"Lee, H.",
1135,ART HIS 251B,Art History 251B,R,01:00 pm,02:50 pm,DODD,00275,"Kersey, K.W.",
1136,ART HIS M272B,Art History M272B,W,09:00 am,11:50 am,DODD,00275,"Wharton, G.",
1137,ART HIS 495,Art History 495,T,06:30 pm,08:20 pm,DODD,00275,"Nair, S.E.; Kersten, B.M.",
1138,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Baker, G.T.",
1139,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Balafrej, L.",
1140,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Black, C.V.",
1141,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Chowdhury, Z.",
1142,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Cohen, M.M.",
1143,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Gerstel, S.E.",
1144,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Kersey, K.W.",
1145,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Kwon, M.",
1146,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Lee, H.",
1147,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Mathur, S.",
1148,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Nair, S.E.",
1149,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Von Falkenhausen,",
1151,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Wharton, G.",
1152,ART HIS 596,Art History 596,UNSCHED,12:00 am,12:00 am,,,"Wilson, B.",
1153,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Baker, G.T.",
1154,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Balafrej, L.",
1155,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Black, C.V.",
1156,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Chowdhury, Z.",
1157,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Cohen, M.M.",
1158,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Gerstel, S.E.",
1159,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Kersey, K.W.",
1160,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Kwon, M.",
1161,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Lee, H.",
1162,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Mathur, S.",
1163,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Nair, S.E.",
1164,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Wharton, G.",
1165,ART HIS 597,Art History 597,UNSCHED,12:00 am,12:00 am,,,"Wilson, B.",
1166,ART HIS 597,Art History 597,,,,,,"Von Falkenhausen,",
1167,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Baker, G.T.",
1168,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Balafrej, L.",
1169,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Black, C.V.",
1170,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Chowdhury, Z.",
1171,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Cohen, M.M.",
1172,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Gerstel, S.E.",
1173,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Kersey, K.W.",
1174,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Kwon, M.",
1175,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Lee, H.",
1176,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Mathur, S.",
1177,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Nair, S.E.",
1178,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Scott, D.A.",
1179,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Upton, D.",
1180,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Wharton, G.",
1182,ART HIS 598,Art History 598,UNSCHED,12:00 am,12:00 am,,,"Wilson, B.",
1184,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Baker, G.T.",
1185,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Balafrej, L.",
1186,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Black, C.V.",
1187,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Chowdhury, Z.",
1188,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Cohen, M.M.",
1189,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Gerstel, S.E.",
1190,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Jungmann, B.",
1191,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Kersey, K.W.",
1192,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Kwon, M.",
1193,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Lee, H.",
1194,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Mathur, S.",
1195,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Nair, S.E.",
1196,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Von Falkenhausen,",
1197,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Wharton, G.",
1198,ART HIS 599,Art History 599,UNSCHED,12:00 am,12:00 am,,,"Wilson, B.",
1200,ASIA AM 10,Asian American Studies 10,TR,09:30 am,10:45 am,WGYOUNG,CS00024,"Fong, K.N.",
1207,ASIA AM 20,Asian American Studies 20,TR,12:30 pm,01:45 pm,DODD,00121,"Tamai, L.Y.",
1214,ASIA AM 40W,Asian American Studies 40W,TR,11:00 am,12:15 pm,DODD,00121,"Bascara, V.","{'prerequisites': {'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3']}]}, 'corequisites': None}"
