index,course_id,full_course_id,days_of_wk_cd,meet_strt_tm,meet_stop_tm,meet_bldg_cd,meet_room_cd,instructors,requisites_logic
41,A&O SCI M171,Atmospheric and Oceanic Sciences M171,TR,09:00 am,10:50 am,GEOLOGY,B00707,"Aurnou, J.M.","{'prerequisites': {'type': 'AND', 'conditions': ['Earth, Planetary,  Space Sciences M71', 'Mathematics 3A', 'Mathematics 3B', {'type': 'OR', 'conditions': ['Mathematics 3C']}, 'Mathematics 31A', 'Mathematics 31B']}, 'corequisites': None}"
42,A&O SCI 180,Atmospheric and Oceanic Sciences 180,TR,09:30 am,10:45 am,MS,07124A,"Chamecki, M.","{'prerequisites': {'type': 'AND', 'conditions': ['Mathematics 33B']}, 'corequisites': None}"
44,A&O SCI 181,Atmospheric and Oceanic Sciences 181,TR,11:00 am,01:20 pm,MS,07101,"Baijnath-Rodino, J","{'prerequisites': {'type': 'AND', 'conditions': ['Atmospheric  Oceanic Sciences C110']}, 'corequisites': None}"
45,A&O SCI M192A,Atmospheric and Oceanic Sciences M192A,T,03:30 pm,04:45 pm,LAKRETZ,00110,"Shaked, S.",
46,A&O SCI 192B,Atmospheric and Oceanic Sciences 192B,VAR,12:00 am,12:00 am,,,"Shaked, S.","{'prerequisites': {'type': 'AND', 'conditions': ['Life Sciences M192A']}, 'corequisites': None}"
48,A&O SCI 200D,Atmospheric and Oceanic Sciences 200D,MW,09:30 am,11:00 am,MS,07121,"Stutz, J.P.",
49,A&O SCI 201A,Atmospheric and Oceanic Sciences 201A,TR,11:00 am,12:15 pm,MS,07121,"Stewart, A.L.",
50,A&O SCI 205B,Atmospheric and Oceanic Sciences 205B,TR,02:00 pm,03:15 pm,MS,07121,"Varney, R.H.",
52,A&O SCI 219,Atmospheric and Oceanic Sciences 219,MW,01:30 pm,02:45 pm,MS,07121,"Fu, R.",
54,A&O SCI 236,Atmospheric and Oceanic Sciences 236,TR,12:30 pm,01:45 pm,MS,07121,"Seibt, U.",
55,A&O SCI 270,Atmospheric and Oceanic Sciences 270,W,03:00 pm,04:20 pm,MS,07124,"Saide Peralta, P.",
56,A&O SCI 271,Atmospheric and Oceanic Sciences 271,R,03:30 pm,04:20 pm,MS,07121,"Mitchell, J.L.",
57,A&O SCI M275C,Atmospheric and Oceanic Sciences M275C,F,03:30 pm,04:50 pm,MS,05217,"Bortnik, J.",
58,A&O SCI 296A,Atmospheric and Oceanic Sciences 296A,VAR,12:00 am,12:00 am,,,"Stewart, A.L.",
59,A&O SCI 296D,Atmospheric and Oceanic Sciences 296D,VAR,12:00 am,12:00 am,,,"Chen, G.",
60,A&O SCI 296E,Atmospheric and Oceanic Sciences 296E,VAR,12:00 am,12:00 am,,,"Chamecki, M.",
61,A&O SCI 296F,Atmospheric and Oceanic Sciences 296F,VAR,12:00 am,12:00 am,,,"Neelin, J.D.",
62,A&O SCI 296H,Atmospheric and Oceanic Sciences 296H,VAR,12:00 am,12:00 am,,,"Stutz, J.P.",
63,A&O SCI 296J,Atmospheric and Oceanic Sciences 296J,VAR,12:00 am,12:00 am,,,"Kok, J.F.",
64,A&O SCI 296N,Atmospheric and Oceanic Sciences 296N,VAR,12:00 am,12:00 am,,,"Li, Q.",
65,A&O SCI 296P,Atmospheric and Oceanic Sciences 296P,VAR,12:00 am,12:00 am,,,"Paulson, S.E.",
66,A&O SCI 596,Atmospheric and Oceanic Sciences 596,UNSCHED,12:00 am,12:00 am,,,"Bianchi, D.",
67,A&O SCI 596,Atmospheric and Oceanic Sciences 596,UNSCHED,12:00 am,12:00 am,,,"Bortnik, J.",
68,A&O SCI 596,Atmospheric and Oceanic Sciences 596,UNSCHED,12:00 am,12:00 am,,,"Chamecki, M.",
69,A&O SCI 596,Atmospheric and Oceanic Sciences 596,UNSCHED,12:00 am,12:00 am,,,"Chen, G.",
70,A&O SCI 596,Atmospheric and Oceanic Sciences 596,UNSCHED,12:00 am,12:00 am,,,"Eagle, R.A.",
71,A&O SCI 596,Atmospheric and Oceanic Sciences 596,UNSCHED,12:00 am,12:00 am,,,"Fu, R.",
