index,course_id,full_course_id,days_of_wk_cd,meet_strt_tm,meet_stop_tm,meet_bldg_cd,meet_room_cd,instructors,requisites_logic
4693,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Hsieh, C.",
4694,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Jun, E.",
4695,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Kadambi, A.",
4696,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,,
4697,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Kay, A.C.",
4698,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Kim, M.",
4699,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Kleinrock, L.",
4700,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Kumar, S.",
4701,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Lu, S.",
4702,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Meka, R.",
4703,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Millstein, T.D.",
4704,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Mirzasoleiman, B.",
4705,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Nachenberg, C.S.",
4706,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Netravali, R.A.",
4707,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Nowatzki, A.J.",
4708,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Osher, S.J.",
4709,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Ostrovsky, R.",
4710,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Palsberg, J.",
4711,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Pau, G.",
4712,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Pearl, J.",
4713,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Peng, N.",
4714,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Potkonjak, M.",
4715,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Ramezani, R.",
4716,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Reiher, P.L.",
4717,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Reinman, G.D.",
4718,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Sahai, A.",
4719,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Sankararaman, S.",
4720,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Sarrafzadeh, M.",
4721,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Sherstov, A.",
4722,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Smallberg, D.A.",
4723,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Soatto, S.",
4724,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Srivastava, M.B.",
4725,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Sun, Y.",
4726,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Tamir, Y.",
4727,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Terzopoulos, D.",
4728,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Tine, B.",
4729,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Van den Broeck, G.",
4730,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Van der Schaar, M.",
4731,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Varghese, G.",
4732,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Wang, R.",
4733,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Wang, W.",
4734,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Xu, H.",
4735,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Zaniolo, C.",
4736,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Zhang, L.",
4737,COM SCI 597C,Computer Science 597C,UNSCHED,12:00 am,12:00 am,,,"Zhou, B.",
4738,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Abari, O.",
4739,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Batista, S.",
4740,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Chang, K.",
4741,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Cong, J.J.",
4742,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Cui, Y.",
4743,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Darwiche, A.Y.",
4744,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Distefano, J.",
4745,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Eggert, P.R.",
4746,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Ernst, J.",
4747,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Eskin, E.",
4748,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Gabriel, S.",
4749,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Gafni, E.M.",
4750,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Grover, A.",
4751,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Gu, Q.",
4752,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Halperin, E.",
4753,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Hsieh, C.",
4754,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Jun, E.",
4755,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Kadambi, A.",
4756,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,,
4757,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Kay, A.C.",
4758,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Kim, M.",
4759,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Kumar, S.",
4760,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Lu, S.",
4761,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Meka, R.",
4762,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Millstein, T.D.",
4763,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Mirzasoleiman, B.",
4764,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Nachenberg, C.S.",
4765,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Netravali, R.A.",
4766,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Nowatzki, A.J.",
4767,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Osher, S.J.",
4768,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Ostrovsky, R.",
4769,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Palsberg, J.",
4770,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Pau, G.",
4771,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Pearl, J.",
4772,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Peng, N.",
4773,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Potkonjak, M.",
4774,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Ramezani, R.",
4775,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Reiher, P.L.",
4776,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Reinman, G.D.",
4777,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Sahai, A.",
4778,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Sankararaman, S.",
4779,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Sarrafzadeh, M.",
4780,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Scalzo, F.",
4781,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Sherstov, A.",
4782,COM SCI 598,Computer Science 598,TR,02:00 pm,03:50 pm,,,"Smallberg, D.A.",
4783,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Soatto, S.",
4784,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Srivastava, M.B.",
4785,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Sun, Y.",
4786,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Tamir, Y.",
4787,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Terzopoulos, D.",
4788,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Tine, B.",
4789,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Van den Broeck, G.",
4790,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Van der Schaar, M.",
4791,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Varghese, G.",
4792,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Wang, R.",
4793,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Wang, W.",
4794,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Xu, H.",
4795,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Zaniolo, C.",
4796,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Zhang, L.",
4797,COM SCI 598,Computer Science 598,UNSCHED,12:00 am,12:00 am,,,"Zhou, B.",
4798,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Abari, O.",
4799,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Batista, S.",
4800,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Chang, K.",
4801,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Cong, J.J.",
4802,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Cui, Y.",
4803,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Darwiche, A.Y.",
4804,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Distefano, J.",
4805,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Eggert, P.R.",
4806,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Ernst, J.",
4807,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Eskin, E.",
4808,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Gabriel, S.",
4809,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Gafni, E.M.",
4810,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Grover, A.",
4811,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Gu, Q.",
4812,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Halperin, E.",
4813,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Hsieh, C.",
4814,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Jun, E.",
4815,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Kadambi, A.",
4816,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,,
4817,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Kay, A.C.",
4818,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Kim, M.",
4819,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Kleinrock, L.",
4820,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Kumar, S.",
4821,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Lu, S.",
4822,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Meka, R.",
4823,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Millstein, T.D.",
4824,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Mirzasoleiman, B.",
4825,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Nachenberg, C.S.",
4826,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Netravali, R.A.",
4827,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Nowatzki, A.J.",
4828,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Osher, S.J.",
4829,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Ostrovsky, R.",
4830,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Palsberg, J.",
4831,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Pau, G.",
4832,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Pearl, J.",
4833,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Peng, N.",
4834,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Potkonjak, M.",
4835,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Ramezani, R.",
4836,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Reiher, P.L.",
4837,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Reinman, G.D.",
4838,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Sahai, A.",
4839,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Sankararaman, S.",
4840,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Sarrafzadeh, M.",
4841,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Scalzo, F.",
4842,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Sherstov, A.",
4843,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Smallberg, D.A.",
4844,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Soatto, S.",
4845,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Srivastava, M.B.",
4846,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Sun, Y.",
4847,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Tamir, Y.",
4848,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Terzopoulos, D.",
4849,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,The Staff,
4850,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Tine, B.",
4851,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Van den Broeck, G.",
4852,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Van der Schaar, M.",
4853,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Varghese, G.",
4854,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Wang, R.",
4855,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Wang, W.",
4856,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Xu, H.",
4857,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Zaniolo, C.",
4858,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Zhang, L.",
4859,COM SCI 599,Computer Science 599,UNSCHED,12:00 am,12:00 am,,,"Zhou, B.",
4860,COMM 1,Communication 1,MW,10:00 am,11:50 am,ROLFE,03135,"Litvinsky, M.L.",
4861,COMM 1,Communication 1,MW,12:00 pm,01:50 pm,DODD,00154,"Hurwitz, B.",
4862,COMM 1,Communication 1,MW,10:00 am,11:50 am,DODD,00154,"Hurwitz, B.",
4863,COMM 1,Communication 1,MW,04:00 pm,05:50 pm,ROLFE,03135,"Jones, G.",
4864,COMM 1,Communication 1,TR,10:00 am,11:50 am,ROLFE,03135,"Arbabzadah, N.",
4865,COMM 1,Communication 1,TR,12:00 pm,01:50 pm,ROLFE,03135,"McLean, C.",
4866,COMM 1,Communication 1,TR,10:00 am,11:50 am,BUNCHE,01221A,"Hurwitz, B.",
4867,COMM 1,Communication 1,TR,04:00 pm,05:50 pm,ROLFE,03135,"Arbabzadah, N.",
4868,COMM 1,Communication 1,TR,06:00 pm,07:50 pm,ROLFE,03135,"Jones, G.",
4869,COMM 1,Communication 1,MW,06:00 pm,07:50 pm,ROLFE,03135,"Jones, G.",
4870,COMM 10,Communication 10,TR,05:00 pm,06:50 pm,ROLFE,01200,"Suman, M.",
4877,COMM M72CW,Communication M72CW,M,03:00 pm,05:50 pm,PUB AFF,01278,"Haselton, M.G.; TA","{'prerequisites': {'type': 'AND', 'conditions': ['Communication M72B']}, 'corequisites': None}"
4878,COMM M72CW,Communication M72CW,T,03:30 pm,06:20 pm,PUB AFF,01284,"Haselton, M.G.; TA","{'prerequisites': {'type': 'AND', 'conditions': ['Communication M72B']}, 'corequisites': None}"
4879,COMM M72CW,Communication M72CW,W,03:00 pm,05:50 pm,PUB AFF,01343,"Haselton, M.G.; TA","{'prerequisites': {'type': 'AND', 'conditions': ['Communication M72B']}, 'corequisites': None}"
4880,COMM M72CW,Communication M72CW,R,09:30 am,12:20 pm,COVEL,00218,"Haselton, M.G.; TA","{'prerequisites': {'type': 'AND', 'conditions': ['Communication M72B']}, 'corequisites': None}"
4881,COMM M72CW,Communication M72CW,R,03:30 pm,06:20 pm,COVEL,00210,"Haselton, M.G.; TA","{'prerequisites': {'type': 'AND', 'conditions': ['Communication M72B']}, 'corequisites': None}"
4882,COMM M72CW,Communication M72CW,F,09:00 am,11:50 am,PUB AFF,02278,"Haselton, M.G.; TA","{'prerequisites': {'type': 'AND', 'conditions': ['Communication M72B']}, 'corequisites': None}"
4883,COMM M72CW,Communication M72CW,W,09:00 am,11:50 am,HAINES,A00006,"Haselton, M.G.; TA","{'prerequisites': {'type': 'AND', 'conditions': ['Communication M72B']}, 'corequisites': None}"
4884,COMM M72CW,Communication M72CW,W,03:00 pm,05:50 pm,PUB AFF,01278,"Haselton, M.G.","{'prerequisites': {'type': 'AND', 'conditions': ['Communication M72B']}, 'corequisites': None}"
4885,COMM 89,Communication 89,T,04:00 pm,04:50 pm,ROYCE,00154,"Suman, M.",
4886,COMM 102,Communication 102,MW,12:00 pm,01:50 pm,ROLFE,03135,"Litvinsky, M.L.",
4887,COMM 107,Communication 107,TR,02:00 pm,03:15 pm,ROYCE,00362,"Arbabzadah, N.",
4888,COMM 110,Communication 110,TR,11:00 am,12:15 pm,KAPLAN,A00065,"Kicenski, K.K.",
4889,COMM M117,Communication M117,W,02:00 pm,04:50 pm,DODD,00167,"Johnson, K.",
4890,COMM 130,Communication 130,MW,11:00 am,12:15 pm,KAPLAN,00135,"Kreiss, E.",
4891,COMM 140,Communication 140,TR,02:00 pm,03:15 pm,KAPLAN,A00065,"TA; Suman, M.",
4892,COMM 141,Communication 141,W,04:00 pm,06:50 pm,DODD,00121,"Von Blum, P.",
4899,COMM M147,Communication M147,MW,04:00 pm,05:50 pm,HAINES,A00018,"Yeritsian, G.",
4900,COMM 148,Communication 148,TR,03:30 pm,04:45 pm,HAINES,A00018,"McLean, C.",
4901,COMM 150,Communication 150,TR,04:00 pm,05:50 pm,DODD,00146,"Lamberson, P.J.","{'prerequisites': {'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Economics 41', 'Statistics 10']}]}, 'corequisites': None}"
4905,COMM 150,Communication 150,MW,02:00 pm,03:50 pm,DODD,00175,"Kernell, G.C.","{'prerequisites': {'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Economics 41', 'Statistics 10']}]}, 'corequisites': None}"
4909,COMM 151,Communication 151,MWF,04:00 pm,04:50 pm,KAPLAN,00135,"Groeling, T.J.",
4910,COMM 156,Communication 156,TR,02:00 pm,03:15 pm,KAPLAN,00135,"Lamberson, P.J.",
4911,COMM 159,Communication 159,TR,12:30 pm,01:45 pm,BROAD,02100A,"Gao, T.",
4912,COMM 170,Communication 170,MW,12:30 pm,01:45 pm,PUB AFF,02214,"Huppin, M.A.",
4916,COMM 171,Communication 171,MW,02:00 pm,03:15 pm,DODD,00161,"Huppin, M.A.",
4917,COMM 178,Communication 178,M,05:00 pm,07:50 pm,KNSY PV,01240B,"Koulloukian, N.L.",
4918,COMM 185,Communication 185,T,05:00 pm,07:50 pm,DODD,00170,"Peterson, S.",
4919,COMM 186,Communication 186,TR,12:30 pm,01:45 pm,KNSY PV,01240B,"Goldman, A.H.",
4920,COMM 188B,Communication 188B,TR,12:30 pm,01:45 pm,KAPLAN,A00065,"Bahtina, D.",
4921,COMM 188C,Communication 188C,MW,02:00 pm,03:15 pm,KAPLAN,A00065,"Hosseinmardi, H.",
4922,COMM 191E,Communication 191E,MW,09:30 am,10:45 am,BUNCHE,03153,"Newton, J.",
4923,COMM 198C,Communication 198C,T,04:00 pm,04:50 pm,BUNCHE,01265,,"{'prerequisites': {'type': 'AND', 'conditions': ['Communication 198B']}, 'corequisites': None}"
4924,COMM 198C,Communication 198C,MW,03:00 pm,03:50 pm,ROLFE,03135,,"{'prerequisites': {'type': 'AND', 'conditions': ['Communication 198B']}, 'corequisites': None}"
4925,COMM 198C,Communication 198C,TR,03:30 pm,04:45 pm,KAPLAN,00135,,"{'prerequisites': {'type': 'AND', 'conditions': ['Communication 198B']}, 'corequisites': None}"
4926,COMM 205,Communication 205,W,10:00 am,11:50 am,,,"Johnson, K.",
4927,COMM 210,Communication 210,R,11:00 am,12:15 pm,,,"Haselton, M.G.",
4928,COMM 215,Communication 215,,,,,,"Bryant, G.A.",
4929,COMM 215,Communication 215,,,,,,"Joo, J.",
4930,COMM 215,Communication 215,,,,,,"Haselton, M.G.",
4931,COMM 215,Communication 215,,,,,,"Lamberson, P.J.",
4932,COMM 215,Communication 215,,,,,,"Soroka, S.N.",
4933,COMM 215,Communication 215,,,,,,"Stroessner, S.J.",
4934,COMM 215,Communication 215,,,,,,"Warlaumont, A.S.",
4935,COMM 215,Communication 215,,,,,,"Steen, F.F.",
4936,COMM 215,Communication 215,,,,,,"Kernell, G.C.",
4937,COMM 215,Communication 215,,,,,,"Groeling, T.J.",
4938,COMM 215,Communication 215,,,,,,"Johnson, K.",
4939,COMM 215,Communication 215,,,,,,"Dale, R.",
4940,COMM 250,Communication 250,M,04:00 pm,06:50 pm,,,"Kernell, G.C.",
4941,COMM 277,Communication 277,M,10:00 am,12:50 pm,,,"Hosseinmardi, H.",
4942,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Bryant, G.A.",
4943,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Dale, R.",
4944,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Gao, T.",
4945,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Groeling, T.J.",
4946,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Haselton, M.G.",
4947,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Johnson, K.",
4948,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Joo, J.",
4949,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Kernell, G.C.",
4950,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Kreiss, E.",
4951,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Lamberson, P.J.",
4952,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Soroka, S.N.",
4953,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Steen, F.F.",
4954,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Stroessner, S.J.",
4955,COMM 596,Communication 596,UNSCHED,12:00 am,12:00 am,,,"Warlaumont, A.S.",
4956,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Bryant, G.A.",
4957,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Dale, R.",
4958,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Gao, T.",
4959,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Groeling, T.J.",
4960,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Haselton, M.G.",
4961,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Johnson, K.",
4962,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Joo, J.",
4963,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Kernell, G.C.",
4964,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Lamberson, P.J.",
4965,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Soroka, S.N.",
4966,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Steen, F.F.",
4967,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Stroessner, S.J.",
4968,COMM 597,Communication 597,UNSCHED,12:00 am,12:00 am,,,"Warlaumont, A.S.",
4969,COMM 599,Communication 599,UNSCHED,12:00 am,12:00 am,,,"Bryant, G.A.",
4970,COMM 599,Communication 599,UNSCHED,12:00 am,12:00 am,,,"Dale, R.",
4971,COMM 599,Communication 599,UNSCHED,12:00 am,12:00 am,,,"Gao, T.",
4972,COMM 599,Communication 599,UNSCHED,12:00 am,12:00 am,,,"Groeling, T.J.",
4973,COMM 599,Communication 599,UNSCHED,12:00 am,12:00 am,,,"Haselton, M.G.",
4974,COMM 599,Communication 599,UNSCHED,12:00 am,12:00 am,,,"Johnson, K.",
4975,COMM 599,Communication 599,UNSCHED,12:00 am,12:00 am,,,"Joo, J.",
4976,COMM 599,Communication 599,UNSCHED,12:00 am,12:00 am,,,"Kernell, G.C.",
4977,COMM 599,Communication 599,UNSCHED,12:00 am,12:00 am,,,"Lamberson, P.J.",
4978,COMM 599,Communication 599,UNSCHED,12:00 am,12:00 am,,,"Soroka, S.N.",
4979,COMM 599,Communication 599,UNSCHED,12:00 am,12:00 am,,,"Steen, F.F.",
