course_id,full_course_id,requisites,days_of_wk_cd,meet_strt_tm,meet_stop_tm,meet_bldg_cd,meet_room_cd,instructors
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Stewart, J.M."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Vlashi, E."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Radu, C.G."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Crooks, G.M."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Kuo, C.Y."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Videlock, E.J."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Pellegrini, M."
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A","{'type': 'AND', 'conditions': ['Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"White, S.A."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Ikotun, O."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Zhang, C."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Nava, M.J."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Packard, R.R."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Rexach, J."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Williams, D.S."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Colwell, C.S."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Poe, G.R."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Kornblum, H.I."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Srikanth, S."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Kupiec-Weglinski,"
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Reue, K."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Torres, J."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Jacobsen, S.E."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Liu, L."
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199A', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Nathanson, D.A."
MCD BIO 199C,"Molecular, Cell, and Developmental Biology 199C","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199B', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Shackelford, D.B."
MCD BIO 199D,"Molecular, Cell, and Developmental Biology 199D","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199C', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Sears, K.E."
MCD BIO 199D,"Molecular, Cell, and Developmental Biology 199D","{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 199C', 'Life Sciences 3', {'type': 'OR', 'conditions': ['Life Sciences 4']}, 'Life Sciences 7A', 'Life Sciences 7B', 'Life Sciences 7C', 'Life Sciences 23L', 'Life Sciences 107']}",VAR,12:00 am,12:00 am,,,"Lopez, I.A."
MECH&AE M20,Mechanical and Aerospace Engineering M20,"{'type': 'AND', 'conditions': ['Mathematics 33A']}",T,08:00 am,09:50 am,ENGR VI,ML00000C,"Gao, E.X."
MECH&AE 82,Mechanical and Aerospace Engineering 82,"{'type': 'AND', 'conditions': ['Mathematics 33A']}",TR,04:00 pm,05:50 pm,GEOLOGY,03656,"Chatterjee, A.K."
MECH&AE 101,Mechanical and Aerospace Engineering 101,"{'type': 'AND', 'conditions': ['Mathematics 31A', 'Mathematics 31B', 'Physics 1A']}",MW,10:00 am,11:50 am,ENGR VI,ML00000C,"Jin, L."
MECH&AE 102,Mechanical and Aerospace Engineering 102,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 101', 'Mathematics 33A', 'Physics 1A']}",MW,04:00 pm,05:50 pm,MS,05200,"LundéN, M.O."
MECH&AE 103,Mechanical and Aerospace Engineering 103,"{'type': 'AND', 'conditions': ['Mathematics 32B', 'Mathematics 33A', 'Physics 1B']}",MW,02:00 pm,03:50 pm,ENGR VI,ML00000C,"Kavehpour, H."
MECH&AE 105A,Mechanical and Aerospace Engineering 105A,"{'type': 'AND', 'conditions': ['Chemistry  Biochemistry 20B', 'Mathematics 32B']}",TR,02:00 pm,03:50 pm,FRANZ,01260,"Amar, R.C."
MECH&AE 105D,Mechanical and Aerospace Engineering 105D,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 82', 'Mechanical  Aerospace Engineering 103', 'Mechanical  Aerospace Engineering 105A']}",TR,04:00 pm,05:50 pm,BOELTER,05249,"Valdarno, L."
MECH&AE 107,Mechanical and Aerospace Engineering 107,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Computer Science 31']}, 'Mechanical  Aerospace Engineering M20', 'Electrical Engineering 100', 'Mechanical  Aerospace Engineering 82']}",MW,12:00 pm,01:50 pm,KNSY PV,01240B,"Franco, E."
MECH&AE 133A,Mechanical and Aerospace Engineering 133A,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 103', 'Mechanical  Aerospace Engineering 105A']}",MW,02:00 pm,03:50 pm,BOELTER,05249,"Taliaferro, M."
MECH&AE CM140,Mechanical and Aerospace Engineering CM140,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 101', 'Mechanical  Aerospace Engineering 102', {'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 156A']}, 'Mechanical  Aerospace Engineering 166A']}",MW,10:00 am,11:50 am,BOELTER,08500,"Gupta, V."
MECH&AE 150A,Mechanical and Aerospace Engineering 150A,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 82', 'Mechanical  Aerospace Engineering 103']}",TR,10:00 am,11:50 am,GEOLOGY,03656,"Jones, A."
MECH&AE 150C,Mechanical and Aerospace Engineering 150C,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 103', 'Mechanical  Aerospace Engineering 105A']}",TR,08:00 am,09:50 am,BOELTER,04760,"Spearrin, R.M."
MECH&AE 150C,Mechanical and Aerospace Engineering 150C,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 103', 'Mechanical  Aerospace Engineering 105A']}",,,,ONLINE,00000AS,"Spearrin, R.M.; Fritz, E.H."
MECH&AE 154A,Mechanical and Aerospace Engineering 154A,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 154S']}",MW,08:00 am,09:50 am,BOELTER,05280,"Toohey, D.M."
MECH&AE 156A,Mechanical and Aerospace Engineering 156A,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 82', 'Mechanical  Aerospace Engineering 101']}",MW,10:00 am,11:50 am,BOELTER,02444,"Khalid Jawed, M."
MECH&AE 157W,Mechanical and Aerospace Engineering 157W,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 101', 'Mechanical  Aerospace Engineering 102', 'Mechanical  Aerospace Engineering 103', 'Mechanical  Aerospace Engineering 105A', 'Mechanical  Aerospace Engineering 105D', 'Electrical  Computer Engineering 100']}",MW,02:00 pm,05:50 pm,ENGR IV,43116,"Hu, Y.; Xing, Q.; Su, C.; Heronimus, B."
MECH&AE 157W,Mechanical and Aerospace Engineering 157W,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 101', 'Mechanical  Aerospace Engineering 102', 'Mechanical  Aerospace Engineering 103', 'Mechanical  Aerospace Engineering 105A', 'Mechanical  Aerospace Engineering 105D', 'Electrical  Computer Engineering 100']}",TR,02:00 pm,05:50 pm,ENGR IV,43116,"Qin, Z.; Li, S.; Luo, Y.; Yan, P."
MECH&AE 157W,Mechanical and Aerospace Engineering 157W,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 101', 'Mechanical  Aerospace Engineering 102', 'Mechanical  Aerospace Engineering 103', 'Mechanical  Aerospace Engineering 105A', 'Mechanical  Aerospace Engineering 105D', 'Electrical  Computer Engineering 100']}",TR,10:00 am,01:50 pm,ENGR IV,43116,"Sepulveda, A.; Pradeep, S.; Nabiee, M.; Thonapalin, P."
MECH&AE 162D,Mechanical and Aerospace Engineering 162D,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 94', {'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 156A', 'Mechanical  Aerospace Engineering 183A']}, 'Mechanical  Aerospace Engineering M183B', {'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 162A']}, 'Mechanical  Aerospace Engineering 171A']}",M,12:00 pm,01:50 pm,ENGR IV,38138,"Hong, D.W."
MECH&AE 162D,Mechanical and Aerospace Engineering 162D,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 94', {'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 156A', 'Mechanical  Aerospace Engineering 183A']}, 'Mechanical  Aerospace Engineering M183B', {'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 162A']}, 'Mechanical  Aerospace Engineering 171A']}",M,08:00 am,09:50 am,ENGR IV,38138,"Chang, Y."
MECH&AE 162D,Mechanical and Aerospace Engineering 162D,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 94', {'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 156A', 'Mechanical  Aerospace Engineering 183A']}, 'Mechanical  Aerospace Engineering M183B', {'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 162A']}, 'Mechanical  Aerospace Engineering 171A']}",M,02:00 pm,03:50 pm,ENGR IV,38138,"Clites, T.R."
MECH&AE 162D,Mechanical and Aerospace Engineering 162D,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 94', {'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 156A', 'Mechanical  Aerospace Engineering 183A']}, 'Mechanical  Aerospace Engineering M183B', {'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 162A']}, 'Mechanical  Aerospace Engineering 171A']}",M,10:00 am,11:50 am,ENGR IV,38138,"Tsao, T."
MECH&AE C163B,Mechanical and Aerospace Engineering C163B,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering C163A']}",MW,04:00 pm,05:50 pm,BOELTER,05249,"Rosen, J."
MECH&AE 166C,Mechanical and Aerospace Engineering 166C,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 156A']}, 'Mechanical  Aerospace Engineering 166A']}",MW,10:00 am,11:50 am,BOELTER,07702,"Carman, G.P."
MECH&AE 166C,Mechanical and Aerospace Engineering 166C,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 156A']}, 'Mechanical  Aerospace Engineering 166A']}",,,,ONLINE,00000AS,"Carman, G.P.; Tao, X."
MECH&AE 171A,Mechanical and Aerospace Engineering 171A,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 107']}",TR,12:00 pm,01:50 pm,PUB AFF,01234,"Lopez, B.T."
MECH&AE 172,Mechanical and Aerospace Engineering 172,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 171A']}",TR,12:00 pm,01:50 pm,BOELTER,04283,"M'Closkey, R.T."
MECH&AE 183A,Mechanical and Aerospace Engineering 183A,"{'type': 'AND', 'conditions': ['Materials Science  Engineering 104']}",TR,06:00 pm,07:15 pm,BOELTER,02444,"Goyal, V.K."
MECH&AE M183B,Mechanical and Aerospace Engineering M183B,"{'type': 'AND', 'conditions': ['Chemistry  Biochemistry 20A', 'Physics 1A', 'Physics 1B', 'Physics 1C', 'Physics 4AL']}",MW,12:30 pm,01:45 pm,ONLINE,00000LA,"Chen, Y."
MECH&AE CM240,Mechanical and Aerospace Engineering CM240,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 101', 'Mechanical  Aerospace Engineering 102', {'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 156A']}, 'Mechanical  Aerospace Engineering 166A']}",MW,10:00 am,11:50 am,BOELTER,08500,"Gupta, V."
MECH&AE 250A,Mechanical and Aerospace Engineering 250A,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 150A', 'Mechanical  Aerospace Engineering 182B']}",TR,12:00 pm,01:50 pm,BOELTER,05252,"Taira, K."
MECH&AE 250D,Mechanical and Aerospace Engineering 250D,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 150A', 'Mechanical  Aerospace Engineering 150B', 'Mechanical  Aerospace Engineering 182C']}",MW,12:00 pm,01:50 pm,BOELTER,05252,"Zhong, X."
MECH&AE C263B,Mechanical and Aerospace Engineering C263B,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering C263A']}",MW,04:00 pm,05:50 pm,BOELTER,05249,"Rosen, J."
MECH&AE M269A,Mechanical and Aerospace Engineering M269A,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 135A', 'Civil  Environmental Engineering C137']}",TR,02:00 pm,03:50 pm,KAUFMAN,00136,"Ju, J."
MECH&AE 271B,Mechanical and Aerospace Engineering 271B,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering C271A']}",MW,10:00 am,11:50 am,BOELTER,05252,"Speyer, J.L."
MECH&AE M280B,Mechanical and Aerospace Engineering M280B,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering M183B']}",MW,12:00 pm,01:50 pm,BOELTER,04283,"Chiou, P."
MECH&AE 285,Mechanical and Aerospace Engineering 285,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 82', 'Mechanical  Aerospace Engineering 103', 'Mechanical  Aerospace Engineering 105A', 'Mechanical  Aerospace Engineering 105D']}",MW,02:00 pm,03:50 pm,BOELTER,04283,"Lin, N."
MED 188SB,Medicine 188SB,"{'type': 'AND', 'conditions': ['Medicine 188SA']}",VAR,12:00 am,12:00 am,,,"Hsu, P.T."
MGMTFE 416,Management 416,"{'type': 'AND', 'conditions': ['Management-Fully Employed MBA 405']}",S,02:00 pm,05:15 pm,ANDERSON,,"Wheaton, B.N.; Nguyen, T."
MGMTFE 416,Management 416,"{'type': 'AND', 'conditions': ['Management-Fully Employed MBA 405']}",,,,,,"Wheaton, B.N.; Nguyen, T."
MGMT 1B,Management 1B,"{'type': 'AND', 'conditions': ['Management 1A']}",MW,11:00 am,12:15 pm,ENTRPNR,C00314,"Berges, T.L.; TA; Sutaria, A."
MGMT 120A,Management 120A,"{'type': 'AND', 'conditions': ['Management 1B']}",MW,12:30 pm,01:45 pm,ROYCE,00164,"Berges, T.L."
MGMT 120A,Management 120A,"{'type': 'AND', 'conditions': ['Management 1B']}",MW,02:00 pm,03:15 pm,ROYCE,00164,"Berges, T.L."
MGMT 120B,Management 120B,"{'type': 'AND', 'conditions': ['Management 120A']}",MW,11:00 am,12:15 pm,CORNELL,D00313,"Klein, G.L."
MGMT 122,Management 122,"{'type': 'AND', 'conditions': ['Management 1B']}",TR,09:30 am,10:45 am,DODD,00146,"Devito, D.S."
MGMT 122,Management 122,"{'type': 'AND', 'conditions': ['Management 1B']}",TR,11:00 am,12:15 pm,PUB AFF,02270,"Devito, D.S."
MGMT 126,Management 126,"{'type': 'AND', 'conditions': ['Management 120B']}",TR,12:30 pm,01:45 pm,PUB AFF,02232,"Borman, C.J."
MGMT 127A,Management 127A,"{'type': 'AND', 'conditions': ['Management 1B']}",TR,11:00 am,12:15 pm,GOLD,B00117,"Gardner Treloar, J"
MGMT 127A,Management 127A,"{'type': 'AND', 'conditions': ['Management 1B']}",MW,08:00 am,09:15 am,CORNELL,D00313,"Klein, G.L."
MGMT 127B,Management 127B,"{'type': 'AND', 'conditions': ['Management 1B']}",MW,09:30 am,10:45 am,CORNELL,D00313,"Klein, G.L."
